extrude_speed_slider,extrude_angle_slider,extrude_length_slider,down_length_slider,down_speed_slider,delay_after_down,shear_length,shear_speed,delay_after_shear,back_speed,moving_speed,moving_step_angle,time_delay,variable1,variable3,search_start,search_end,ground_height,extrude_back_speed
1,2.0,0.0,6.0,4.0,1.0,3.0,17.0,1.0,0.0,1.0,10.0,5.0,0.0,18.0,0.0,18.0,27.0,19.7,1.0
time,toeforce_x,toeforce_y,toe_position_x,toe_position_y,toe_velocity_x,toe_velocity_y,position,position1,torque,torque1,theta command,length command,state flag,current
0.11331796646118164,0.001582821481861174,1.1462488174438477,-0.00048332620644941926,-0.1980983465909958,0.0,0.0,1.297410249710083,-1.2925306558609009,-0.04614625871181488,-0.04701382666826248,0.0,0.0,0.0,0.0
0.11355948448181152,0.007908258587121964,0.8063275814056396,-0.00047738075954839587,-0.19810067117214203,0.0,0.0,1.2974086999893188,-1.2925890684127808,-0.0317910872399807,-0.033742643892765045,0.0,0.0,0.0,0.0
0.11385416984558105,-0.03555186092853546,0.22277873754501343,-0.0004689818306360394,-0.1981041431427002,0.0,0.0,1.2974086999893188,-1.2926737070083618,-0.012526330538094044,-0.005587839055806398,0.0,0.0,0.0,0.0
0.1140897274017334,0.13649611175060272,0.9999889731407166,-0.0004870061529800296,-0.19809670746326447,0.0,0.0,1.2974086999893188,-1.2924916744232178,-0.026859015226364136,-0.05438544228672981,0.0,0.0,0.0,0.0
0.11429572105407715,-0.10038094967603683,1.3832722902297974,-0.00046506538637913764,-0.19810578227043152,0.0,0.0,1.2974086999893188,-1.2927134037017822,-0.06584775447845459,-0.04660502076148987,0.0,0.0,0.0,0.0
0.11449360847473145,-0.12594901025295258,0.7179059386253357,-0.00047152984188869596,-0.19810308516025543,0.0,0.0,1.2974086999893188,-1.292648196220398,-0.04149350896477699,-0.016881143674254417,0.0,0.0,0.0,0.0
0.11470532417297363,-0.099088154733181,0.9975201487541199,-0.0004845054354518652,-0.19809772074222565,0.0,0.0,1.2974086999893188,-1.2925171852111816,-0.05011877417564392,-0.030972935259342194,0.0,0.0,0.0,0.0
0.11488819122314453,-0.03868398815393448,0.9815833568572998,-0.0004859681357629597,-0.1980971246957779,0.0,0.0,1.2974086999893188,-1.2925021648406982,-0.04348505660891533,-0.03629889339208603,0.0,0.0,0.0,0.0
0.11506938934326172,0.04014360532164574,1.0825693607330322,-0.0004840336332563311,-0.19809791445732117,0.0,0.0,1.2974086999893188,-1.2925217151641846,-0.03975006192922592,-0.04822642728686333,0.0,0.0,0.0,0.0
0.1152501106262207,-0.1797218918800354,0.9957022070884705,-0.0004883272922597826,-0.1980961710214615,0.0,0.0,1.2974086999893188,-1.2924782037734985,-0.0580374076962471,-0.022921418771147728,0.0,0.0,0.0,0.0
0.11542224884033203,0.10986122488975525,0.9584592580795288,-0.0004724264144897461,-0.19810272753238678,0.0,0.0,1.2974086999893188,-1.2926392555236816,-0.027831928804516792,-0.05004853382706642,0.0,0.0,0.0,0.0
0.11558938026428223,0.06892266124486923,0.619483232498169,-0.00048110485658980906,-0.19809773564338684,0.0,0.0,1.2973915338516235,-1.292534351348877,-0.018191272392868996,-0.03214273229241371,0.0,0.0,0.0,0.0
0.11575651168823242,0.025861307978630066,0.8541015386581421,-0.00048332588630728424,-0.19809821248054504,0.0,0.0,1.2974086999893188,-1.2925291061401367,-0.031937625259160995,-0.037473514676094055,0.0,0.0,0.0,0.0
0.11591815948486328,-0.004346374422311783,0.857349693775177,-0.00048587407218292356,-0.19809728860855103,0.0,0.0,1.297410249710083,-1.2925044298171997,-0.03506241366267204,-0.03461797162890434,0.0,0.0,0.0,0.0
0.1160738468170166,0.004647510591894388,0.79924476146698,-0.00048143891035579145,-0.19809913635253906,0.0,0.0,1.297410249710083,-1.2925500869750977,-0.03182606026530266,-0.033131517469882965,0.0,0.0,0.0,0.0
0.1162252426147461,0.03415966406464577,0.8347775340080261,-0.000481768831377849,-0.19809885323047638,0.0,0.0,1.2974086999893188,-1.2925448417663574,-0.03033514693379402,-0.03750430792570114,0.0,0.0,0.0,0.0
0.1163935661315918,-0.1314099282026291,1.0376518964767456,-0.00046737748198211193,-0.19810479879379272,0.0,0.0,1.2974086999893188,-1.2926901578903198,-0.05495676398277283,-0.029408803209662437,0.0,0.0,0.0,0.0
0.11653685569763184,0.14735133945941925,0.9574408531188965,-0.0004646223969757557,-0.19809815287590027,0.0,0.0,1.29731285572052,-1.2926220893859863,-0.024076003581285477,-0.05371088162064552,0.0,0.0,0.0,0.0
0.11667060852050781,-0.12723815441131592,1.0699236392974854,-0.00047888822155073285,-0.1980990469455719,0.0,0.0,1.2973960638046265,-1.292561411857605,-0.05583808571100235,-0.031144700944423676,0.0,0.0,0.0,0.0
0.11682009696960449,0.18349365890026093,0.9618299603462219,-0.0004564774571917951,-0.19810937345027924,0.0,0.0,1.2974095344543457,-1.292801022529602,-0.02067817933857441,-0.05746904015541077,0.0,0.0,0.0,0.0
0.11695408821105957,0.04291241616010666,1.4862748384475708,-0.0004575629427563399,-0.1981090009212494,0.0,0.0,1.297410249710083,-1.2927913665771484,-0.0558103509247303,-0.06499174982309341,0.0,0.0,0.0,0.0
0.11708879470825195,-0.009886426851153374,1.080155849456787,-0.00047053489834070206,-0.19810180366039276,0.0,0.0,1.297387719154358,-1.2926369905471802,-0.04462215304374695,-0.04317188635468483,0.0,0.0,0.0,0.0
0.1172335147857666,-0.07584206759929657,1.1407350301742554,-0.00045841216342523694,-0.19810858368873596,0.0,0.0,1.2974095344543457,-1.2927815914154053,-0.05361960828304291,-0.03911757096648216,0.0,0.0,0.0,0.0
0.11736440658569336,-0.02488790638744831,0.7622669339179993,-0.0004634141514543444,-0.198106586933136,0.0,0.0,1.297410249710083,-1.2927314043045044,-0.03327012434601784,-0.028692908585071564,0.0,0.0,0.0,0.0
